id,domain,domain_description,sql_complexity,sql_complexity_description,sql_task_type,sql_task_type_description,sql_prompt,sql_context,sql,sql_explanation,predicted_sql,context_used
60773,arts and culture,"Audience demographics, event attendance, program impact, and funding sources.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights","Show the total amount of funding for programs in 'Theater' category, excluding programs with a budget over $50,000.","CREATE TABLE Programs (id INT, name TEXT, category TEXT, budget INT); INSERT INTO Programs (id, name, category, budget) VALUES (1, 'Dance Performance', 'Theater', 50000), (2, 'Film Festival', 'Music', 75000), (3, 'Photography Exhibition', 'Visual Arts', 100000);",SELECT SUM(budget) FROM Programs WHERE category = 'Theater' AND budget <= 50000;,"The SQL query uses the SELECT statement with the SUM keyword to get the total amount of funding for programs in 'Theater' category, excluding programs with a budget over $50,000. It uses the WHERE clause to filter the records based on category and budget.","```sql
select sum(budget) 
from programs 
where category = 'theater' 
and budget <= 50000;
```","Example 1:
Question: Show the total amount of funding for programs in 'Theater' category, excluding programs with a budget over $50,000.
SQL: SELECT SUM(budget) FROM Programs WHERE category = 'Theater' AND budget <= 50000;
Example 2:
Question: Show the total amount of funding for programs in 'Theater' and 'Music' categories, excluding programs with a budget over $75,000.
SQL: SELECT SUM(budget) FROM Programs WHERE category IN ('Theater', 'Music') AND budget <= 75000;
Example 3:
Question: Show the total amount of funding for programs in 'Arts' and 'Culture' categories, excluding programs with a budget over $100,000.
SQL: SELECT SUM(budget) FROM Programs WHERE category IN ('Arts', 'Culture') AND budget <= 100000;
Example 4:
Question: What is the total budget allocated for education in the state of Texas, excluding school districts with a budget over 5 million?
SQL: SELECT SUM(budget) FROM education_budget WHERE state = 'Texas' AND school_district NOT IN (SELECT school_district FROM education_budget WHERE state = 'Texas' GROUP BY school_district HAVING SUM(budget) > 5000000);
Example 5:
Question: What is the total budget allocated for public transportation in the city of Chicago, excluding projects with a budget over 10 million?
SQL: SELECT SUM(budget) FROM transportation_budget WHERE city = 'Chicago' AND project NOT IN (SELECT project FROM transportation_budget WHERE city = 'Chicago' GROUP BY project HAVING SUM(budget) > 10000000);"
88745,artificial intelligence,"AI data on algorithmic fairness, AI safety, explainable AI, and creative AI applications.",basic SQL,basic SQL with a simple select statement,data manipulation,"inserting, updating, or deleting records",Add a new creative AI application 'Music Generation',"CREATE TABLE creative_apps (id INT, name VARCHAR(255), type VARCHAR(255)); INSERT INTO creative_apps (id, name, type) VALUES (1, 'Image Generation', 'Computer Vision'), (2, 'Text Summarization', 'Natural Language Processing');","INSERT INTO creative_apps (id, name, type) VALUES (3, 'Music Generation', 'Audio Processing');",This query inserts a new record into the 'creative_apps' table with the name 'Music Generation' and type 'Audio Processing'. It helps to add new creative AI applications to the database.,"insert into creative_apps (id, name, type) values (3, 'music generation', 'audio processing');","Example 1:
Question: Add a new creative AI application 'Music Generation'
SQL: INSERT INTO creative_apps (id, name, type) VALUES (3, 'Music Generation', 'Audio Processing');
Example 2:
Question: Add a new research grant named ""Innovative AI Research"" with an amount of $50,000 and a department of ""Computer Science"" to the ""research_grants"" table.
SQL: INSERT INTO research_grants (title, amount, department) VALUES ('Innovative AI Research', 50000.00, 'Computer Science');
Example 3:
Question: Add a new decentralized application to the 'dapps' table
SQL: INSERT INTO dapps (dapp_id, name, category, platform, launch_date) VALUES (1, 'BlockchainArt', 'Art', 'Ethereum', '2023-03-15');
Example 4:
Question: Add a new explainable AI dataset 'German Credit'
SQL: INSERT INTO xai_datasets (id, name, description) VALUES (2, 'German Credit', 'Credit dataset for individuals with sensitive features');
Example 5:
Question: Add a new decentralized application (dApp) to the database with the name 'Olympus' and the category 'DeFi'.
SQL: INSERT INTO dapps (name, category) VALUES ('Olympus', 'DeFi');"
30017,blockchain,"Comprehensive data on smart contracts, decentralized applications, digital assets, and regulatory frameworks in blockchain.",window functions,"window functions (e.g., ROW_NUMBER, LEAD, LAG, RANk, NTILE, PERCENT_RANK, etc.) with partitioning and ordering",analytics and reporting,"generating reports, dashboards, and analytical insights","What is the total number of digital assets issued by companies based in Canada, ordered by the date of issuance?","CREATE TABLE digital_assets (id INT, name VARCHAR(100), issuer_country VARCHAR(50), issue_date DATE); INSERT INTO digital_assets (id, name, issuer_country, issue_date) VALUES (1, 'CryptoCoin', 'Canada', '2018-01-01'); INSERT INTO digital_assets (id, name, issuer_country, issue_date) VALUES (2, 'BitAsset', 'USA', '2019-03-15');","SELECT SUM(id) OVER (ORDER BY issue_date) as total_assets_issued, name, issuer_country, issue_date FROM digital_assets WHERE issuer_country = 'Canada' ORDER BY issue_date;","This query calculates the running total of digital assets issued by companies based in Canada, ordered by the date of issuance. It uses the SUM function with the OVER clause and ORDER BY to calculate the running total. The query also selects the name, issuer_country, and issue_date columns.","```sql
select 
  count(*) as total_assets_issued, 
  name, 
  issuer_country, 
  issue_date 
from 
  digital_assets 
where 
  issuer_country = 'canada' 
order by 
  issue_date;
```","Example 1:
Question: What is the total number of digital assets issued by companies based in Canada, ordered by the date of issuance?
SQL: SELECT SUM(id) OVER (ORDER BY issue_date) as total_assets_issued, name, issuer_country, issue_date FROM digital_assets WHERE issuer_country = 'Canada' ORDER BY issue_date;
Example 2:
Question: What is the total number of digital assets issued by companies based in the US and Canada?
SQL: SELECT SUM(CASE WHEN Issuer_Country IN ('USA', 'Canada') THEN 1 ELSE 0 END) AS Total_Assets FROM Digital_Assets;
Example 3:
Question: What is the total number of digital assets issued by companies based in the Asia-Pacific region?
SQL: SELECT COUNT(*) FROM Digital_Assets WHERE Issuer_Country IN ('Asia-Pacific');
Example 4:
Question: What is the total number of digital assets issued by companies based in North America?
SQL: SELECT COUNT(*) FROM Companies WHERE region = 'North America' JOIN DigitalAssets ON Companies.id = DigitalAssets.company_id;
Example 5:
Question: What is the total number of digital assets issued by companies based in the US, and how many of those are smart contracts?
SQL: SELECT SUM(CASE WHEN DigitalAssets.company_country = 'US' THEN 1 ELSE 0 END) AS total_us_assets, SUM(CASE WHEN DigitalAssets.company_country = 'US' AND DigitalAssets.is_smart_contract = true THEN 1 ELSE 0 END) AS us_smart_contracts FROM DigitalAssets INNER JOIN Companies ON DigitalAssets.company_id = Companies.company_id;"
33618,arts operations and management,"Data on art collections, cultural event attendance, artist demographics, museum operations, and heritage preservation efforts.",aggregation,"aggregation functions (COUNT, SUM, AVG, MIN, MAX, etc.), and HAVING clause",analytics and reporting,"generating reports, dashboards, and analytical insights",What is the average revenue generated by cultural centers in each city?,"CREATE TABLE centers (id INT, name VARCHAR(50), city VARCHAR(50), revenue DECIMAL(10,2)); INSERT INTO centers (id, name, city, revenue) VALUES (1, 'Lincoln Center', 'New York', 50000000.00); INSERT INTO centers (id, name, city, revenue) VALUES (2, 'John F. Kennedy Center for the Performing Arts', 'Washington, D.C.', 45000000.00); INSERT INTO centers (id, name, city, revenue) VALUES (3, 'Sydney Opera House', 'Sydney', 70000000.00);","SELECT city, AVG(revenue) FROM centers GROUP BY city;",This query selects the city and AVG(revenue) columns from the centers table for all rows and groups the results by city.,"```sql
select city, avg(revenue) 
from centers 
where type = 'cultural center' 
group by city;
```","Example 1:
Question: What is the average revenue generated by cultural centers in each city?
SQL: SELECT city, AVG(revenue) FROM centers GROUP BY city;
Example 2:
Question: What is the revenue generated by each cultural heritage site in Italy last month?
SQL: SELECT site_id, SUM(cost) FROM bookings WHERE date >= DATEADD(day, -30, GETDATE()) GROUP BY site_id;
Example 3:
Question: What is the average revenue generated by virtual cultural experiences in Ghana in the last 12 months?
SQL: SELECT AVG(ce.revenue) FROM cultural_experiences ce WHERE ce.country = 'Ghana' AND ce.experience_date >= DATE_SUB(NOW(), INTERVAL 12 MONTH) AND ce.experience_type = 'virtual';
Example 4:
Question: What is the total revenue generated by restaurants in each city?
SQL: SELECT city, SUM(revenue) FROM restaurants GROUP BY city;
Example 5:
Question: What is the average revenue generated by hotels in each country?
SQL: SELECT country, AVG(revenue) as avg_revenue FROM hotels GROUP BY country;"
90608,humanitarian aid,"Extensive data on disaster response, refugee support, community development, and advocacy in humanitarian aid.",multiple_joins,"two or more joins (specify inner, outer, cross)",analytics and reporting,"generating reports, dashboards, and analytical insights","List the names of the volunteers who have participated in disaster response training programs and their respective trainers, including the organization they represent.","CREATE TABLE Volunteers (id INT, name TEXT, organization TEXT); INSERT INTO Volunteers (id, name, organization) VALUES (1, 'Alex', 'Red Cross'), (2, 'Jamie', 'Doctors Without Borders'), (3, 'Sophia', 'World Vision'); CREATE TABLE Trainers (id INT, name TEXT, organization TEXT); INSERT INTO Trainers (id, name, organization) VALUES (4, 'Mark', 'Red Cross'), (5, 'Emily', 'Doctors Without Borders'), (6, 'Oliver', 'World Vision'); CREATE TABLE Training_Programs (id INT, trainer_id INT, volunteer_id INT, program TEXT, date DATE); INSERT INTO Training_Programs (id, trainer_id, volunteer_id, program, date) VALUES (1, 4, 1, 'Disaster Response', '2022-02-15'), (2, 5, 2, 'Disaster Response', '2022-02-16'), (3, 6, 3, 'Disaster Response', '2022-02-17');","SELECT V.name as volunteer_name, T.name as trainer_name, T.organization as trainer_organization FROM Volunteers V INNER JOIN Training_Programs TP ON V.id = TP.volunteer_id INNER JOIN Trainers T ON TP.trainer_id = T.id WHERE TP.program = 'Disaster Response';","The SQL query performs an inner join between the Volunteers and Training_Programs tables on the id and volunteer_id columns respectively, and another inner join between the Training_Programs and Trainers tables on the trainer_id and id columns. It then filters the records based on the program name. Finally, it selects the names of the volunteers and trainers along with the organization of the trainers.","```sql
select 
  v.name as volunteer_name, 
  t.name as trainer_name, 
  t.organization as trainer_organization 
from 
  volunteers v 
inner join 
  training_programs tp on v.id = tp.volunteer_id 
inner join 
  trainers t on tp.trainer_id = t.id 
where 
  tp.program = 'disaster response';
```","Example 1:
Question: List the names of the volunteers who have participated in disaster response training programs and their respective trainers, including the organization they represent.
SQL: SELECT V.name as volunteer_name, T.name as trainer_name, T.organization as trainer_organization FROM Volunteers V INNER JOIN Training_Programs TP ON V.id = TP.volunteer_id INNER JOIN Trainers T ON TP.trainer_id = T.id WHERE TP.program = 'Disaster Response';
Example 2:
Question: List the names and ages of all volunteers who have participated in disaster response efforts in the Philippines and Colombia, sorted by age in descending order.
SQL: SELECT name, age FROM volunteers WHERE country IN ('Philippines', 'Colombia') ORDER BY age DESC;
Example 3:
Question: List all volunteers who have contributed more than 15 hours in total, along with their corresponding organization names and the causes they supported.
SQL: SELECT v.name, o.name as organization_name, v.cause, SUM(v.hours) as total_hours FROM volunteers v INNER JOIN organizations o ON v.organization_id = o.id GROUP BY v.name, v.organization_id, v.cause HAVING SUM(v.hours) > 15;
Example 4:
Question: List the names of volunteers who have participated in both education and health programs in the same organization.
SQL: SELECT volunteers.name FROM volunteers JOIN (SELECT organization_id FROM grants WHERE initiative_type IN ('Education', 'Health') GROUP BY organization_id HAVING COUNT(DISTINCT initiative_type) = 2) AS grp_org ON volunteers.organization_id = grp_org.organization_id;
Example 5:
Question: List all volunteers who have contributed more than 20 hours in total, along with their corresponding organization names and the causes they supported, for mission areas Art and Culture and Environment.
SQL: SELECT v.name, o.name as organization_name, v.cause, SUM(v.hours) as total_hours FROM volunteers v INNER JOIN organizations o ON v.organization_id = o.id WHERE o.mission_area IN ('Art and Culture', 'Environment') GROUP BY v.name, v.organization_id, v.cause HAVING SUM(v.hours) > 20;"
28511,finance,"Financial data on Shariah-compliant finance, socially responsible lending, financial capability, and financial wellbeing.",aggregation,"aggregation functions (COUNT, SUM, AVG, MIN, MAX, etc.), and HAVING clause",analytics and reporting,"generating reports, dashboards, and analytical insights",What is the average financial wellbeing score for males and females in the US?,"CREATE TABLE financial_wellbeing (id INTEGER, name TEXT, gender TEXT, score INTEGER, country TEXT); INSERT INTO financial_wellbeing (id, name, gender, score, country) VALUES (1, 'John Doe', 'Male', 70, 'USA'), (2, 'Jane Doe', 'Female', 75, 'USA');","SELECT gender, AVG(score) FROM financial_wellbeing WHERE country = 'USA' GROUP BY gender;",This query calculates the average financial wellbeing score for each gender in the US by using AVG function on score column and GROUP BY gender.,"```sql
select 
  gender, 
  avg(financial_wellbeing_score) as avg_score
from 
  financial_wellbeing
where 
  country = 'usa'
group by 
  gender;
```","Example 1:
Question: What is the average financial wellbeing score for males and females in the US?
SQL: SELECT gender, AVG(score) FROM financial_wellbeing WHERE country = 'USA' GROUP BY gender;
Example 2:
Question: What is the average financial capability score for men in South Africa and Brazil?
SQL: SELECT AVG(score) FROM afc_scores WHERE gender = 'Male' AND country IN ('South Africa', 'Brazil');
Example 3:
Question: What is the average income and expenses for financial wellbeing programs in South Africa?
SQL: SELECT country, AVG(income) as avg_income, AVG(expenses) as avg_expenses FROM FinancialWellbeingPrograms WHERE country = 'South Africa';
Example 4:
Question: What is the average financial wellbeing score for customers aged 30-40 in Progress Bank?
SQL: SELECT AVG(financial_wellbeing_score) FROM ProgressBank WHERE customer_age BETWEEN 30 AND 40;
Example 5:
Question: What is the average financial wellbeing score for customers in each state in the United States, for the last 12 months?
SQL: SELECT c.state, AVG(c.financial_wellbeing_score) as avg_score FROM customers c WHERE c.country = 'United States' AND c.financial_wellbeing_date >= DATE_SUB(CURDATE(), INTERVAL 12 MONTH) GROUP BY c.state;"
39758,gaming industry,"Player analytics, game performance metrics, eSports data, and virtual reality trends.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the total number of VR games in the 'Simulation' category that have a satisfaction rating above 4.5?,"CREATE TABLE VRGames (id INT, name VARCHAR(100), category VARCHAR(50), satisfaction FLOAT);",SELECT COUNT(*) FROM VRGames WHERE category = 'Simulation' AND satisfaction > 4.5;,This query calculates the total number of VR games in the 'Simulation' category that have a satisfaction rating above 4.5 by selecting all records with the specified category and satisfaction values and counting the number of records using the COUNT() function.,"```sql
select count(*) 
from vrgames 
where category = 'simulation' 
and satisfaction > 4.5;
```","Example 1:
Question: What is the total number of VR games in the 'Simulation' category that have a satisfaction rating above 4.5?
SQL: SELECT COUNT(*) FROM VRGames WHERE category = 'Simulation' AND satisfaction > 4.5;
Example 2:
Question: What is the total number of mental health facilities in each state that have a health equity rating above 8?
SQL: SELECT State, COUNT(*) FROM MentalHealthFacilities WHERE HealthEquityRating > 8 GROUP BY State;
Example 3:
Question: What is the total number of aquaculture farms in Chile and Peru, that have water temperatures above 20°C for at least one month in a year?
SQL: SELECT COUNT(*) FROM FarmTemperature WHERE country IN ('Chile', 'Peru') AND temp_above_20 > 0;
Example 4:
Question: What is the total number of games played and the total number of wins for teams that have a win rate above 60%?
SQL: SELECT team_id, team_name, SUM(wins) AS total_wins, SUM(wins + losses) AS total_games FROM teams GROUP BY team_id, team_name HAVING (SUM(wins) / (SUM(wins) + SUM(losses))) > 0.6;
Example 5:
Question: What is the total number of properties in the city of Phoenix that have a listing price above the median listing price?
SQL: SELECT COUNT(*) FROM properties WHERE city = 'Phoenix' AND listing_price > (SELECT AVG(listing_price) FROM properties WHERE city = 'Phoenix');"
45134,pharmaceuticals,"Clinical trial outcomes, drug approval data, sales figures, R&D expenditures, and market access strategies.",basic SQL,basic SQL with a simple select statement,data retrieval,basic data fetching queries,Which clinical trials have a 'COMPLETED' status for drug 'D002'?,"CREATE TABLE clinical_trials (drug_id VARCHAR(10), trial_status VARCHAR(10));",SELECT * FROM clinical_trials WHERE drug_id = 'D002' AND trial_status = 'COMPLETED';,This query retrieves all clinical trials for drug 'D002' with a 'COMPLETED' status by selecting all rows where 'drug_id' is 'D002' and 'trial_status' is 'COMPLETED'.,"```sql
select * 
from clinical_trials 
where drug_id = 'd002' 
and trial_status = 'completed';
```","Example 1:
Question: Which clinical trials have a 'COMPLETED' status for drug 'D002'?
SQL: SELECT * FROM clinical_trials WHERE drug_id = 'D002' AND trial_status = 'COMPLETED';
Example 2:
Question: List all clinical trials that were conducted in Canada and have a status of 'Completed' or 'Terminated'.
SQL: SELECT * FROM clinical_trials WHERE country = 'Canada' AND trial_status IN ('Completed', 'Terminated');
Example 3:
Question: Which clinical trials were 'FAILED' for drug 'D005'?
SQL: SELECT * FROM clinical_trials WHERE drug_id = 'D005' AND trial_status = 'FAILED';
Example 4:
Question: How many clinical trials were conducted for a specific drug in a certain country?
SQL: SELECT COUNT(clinical_trials.id) FROM clinical_trials JOIN drugs ON clinical_trials.drug_id = drugs.id WHERE drugs.name = 'DrugA' AND clinical_trials.country = 'USA';
Example 5:
Question: Which clinical trials had a higher total sales revenue than the average R&D expenditure for drugs approved in 2020?
SQL: SELECT trial_name FROM clinical_trials_3 WHERE sales_revenue > (SELECT AVG(rd_expenditure) FROM drugs_4 WHERE approval_year = 2020);"
89132,human resources,"Employee demographics, talent acquisition data, diversity and inclusion metrics, and training program statistics.",basic SQL,basic SQL with a simple select statement,data manipulation,"inserting, updating, or deleting records",Update the salaries of employees in the IT department with a 3% increase.,"CREATE TABLE EmployeeData (EmployeeID INT, Department VARCHAR(50), Salary DECIMAL(10, 2)); INSERT INTO EmployeeData VALUES (1, 'IT', 50000); INSERT INTO EmployeeData VALUES (2, 'HR', 55000); INSERT INTO EmployeeData VALUES (3, 'Finance', 60000);",UPDATE EmployeeData SET Salary = Salary * 1.03 WHERE Department = 'IT';,"This query filters the EmployeeData table by the Department column, setting the condition to 'IT'. It then updates the Salary column by multiplying the current value by 1.03, increasing the salary by 3% for employees in the IT department.","```sql
update employeedata 
set salary = salary * 1.03 
where department = 'it';
```","Example 1:
Question: Update the salaries of employees in the IT department with a 3% increase.
SQL: UPDATE EmployeeData SET Salary = Salary * 1.03 WHERE Department = 'IT';
Example 2:
Question: Update the salary of employees in the IT department by a 5% increase.
SQL: UPDATE SalaryData SET Salary = Salary * 1.05 WHERE Department = 'IT';
Example 3:
Question: Update the salaries of all employees in the 'IT' department to 85,000 who have been with the company for more than 1 year.
SQL: UPDATE Employees SET Salary = 85000.00 WHERE Department = 'IT' AND DATEDIFF(CURDATE(), HireDate) > 365;
Example 4:
Question: Update the salaries of all employees in the IT department to be the average salary for the department plus 10%.
SQL: UPDATE employees SET salary = (SELECT AVG(salary) * 1.10 FROM employees e WHERE e.department = employees.department) WHERE department = 'IT';
Example 5:
Question: Update the salary of all employees in the 'Admin' department by 5% and insert a new record with an ID of 6, a salary of 48000, and the same first and last name as the employee with the highest salary in that department.
SQL: UPDATE EmployeeData SET Salary = Salary * 1.05 WHERE Department = 'Admin'; INSERT INTO EmployeeData (EmployeeID, FirstName, LastName, Department, Salary) SELECT EmployeeID, FirstName, LastName, 'Admin', MAX(Salary) * 0.95 FROM EmployeeData WHERE Department = 'Admin';"
53539,waste management,"Waste generation metrics, recycling rates, landfill capacity data, and circular economy initiatives.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the total waste generation in kg for the waste management company's own operations in the year 2020?,"CREATE TABLE company_waste(waste_type VARCHAR(255), year INT, amount FLOAT); INSERT INTO company_waste(waste_type, year, amount) VALUES('CompanyA', 2020, 123.45), ('CompanyB', 2020, 678.90);",SELECT SUM(amount) FROM company_waste WHERE waste_type = 'CompanyA' AND year = 2020;,The SQL query calculates the total waste generation in kg for the waste management company's own operations in the year 2020 by summing the 'amount' column for each 'waste_type' where the 'waste_type' is 'CompanyA' and the 'year' is 2020.,"```sql
select sum(amount) 
from company_waste 
where waste_type = 'company operations' 
and year = 2020;
```","Example 1:
Question: What is the total waste generation in kg for the waste management company's own operations in the year 2020?
SQL: SELECT SUM(amount) FROM company_waste WHERE waste_type = 'CompanyA' AND year = 2020;
Example 2:
Question: What is the total waste generation in kg for each waste type, joined with the recycling rates, for the year 2020?
SQL: SELECT WasteGeneration.City, WasteGeneration.WasteType, SUM(WasteGeneration.Quantity) AS TotalWasteQuantity, RecyclingRates.RecyclingRate FROM WasteGeneration INNER JOIN RecyclingRates ON WasteGeneration.WasteType = RecyclingRates.WasteType WHERE WasteGeneration.Year = 2020 GROUP BY WasteGeneration.City, WasteGeneration.WasteType, RecyclingRates.RecyclingRate;
Example 3:
Question: What is the total waste generation in kg for each city in the year 2020?
SQL: SELECT city, SUM(amount) FROM WasteGeneration WHERE year = 2020 GROUP BY city;
Example 4:
Question: What is the total waste generation in kg for all cities in the year 2020?
SQL: SELECT SUM(amount) FROM waste_generation WHERE year = 2020;
Example 5:
Question: What is the total waste generation in kg for the region 'Beijing' for the year 2018?
SQL: SELECT SUM(waste_kg) FROM waste_generation WHERE region = 'Beijing' AND year = 2018;"
45793,rural health,"Detailed records on healthcare access, disease prevalence, and resource allocation in rural health.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",List the unique types of healthcare providers in the rural healthcare system.,"CREATE TABLE Providers (ID INT, Name TEXT, Type TEXT); INSERT INTO Providers VALUES (1, 'Dr. Smith', 'Doctor'); INSERT INTO Providers VALUES (2, 'Jane Doe, RN', 'Nurse'); INSERT INTO Providers VALUES (3, 'Mobile Medical Unit', 'Clinic');",SELECT DISTINCT Type FROM Providers;,This query selects distinct Type values from the Providers table.,"```sql
select distinct provider_type 
from healthcare_providers;
```","Example 1:
Question: List the unique types of healthcare providers in the rural healthcare system.
SQL: SELECT DISTINCT Type FROM Providers;
Example 2:
Question: List the unique types of healthcare services provided in the rural healthcare system.
SQL: SELECT DISTINCT Type FROM Services;
Example 3:
Question: List the unique types of healthcare facilities in the rural healthcare system, excluding mobile clinics.
SQL: SELECT DISTINCT Type FROM Hospitals WHERE Type != 'Mobile Clinic';
Example 4:
Question: List the unique types of rural infrastructure projects in the 'infrastructure' table, excluding any duplicates.
SQL: SELECT DISTINCT type FROM infrastructure;
Example 5:
Question: What is the number of healthcare providers and their respective types in rural areas of Louisiana?
SQL: SELECT COUNT(*) as provider_count, provider_type FROM healthcare_providers WHERE location = 'Louisiana Rural' GROUP BY provider_type;"
59258,rural health,"Detailed records on healthcare access, disease prevalence, and resource allocation in rural health.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the average distance from rural healthcare facilities to the nearest urban center in South Africa and Kenya?,"CREATE TABLE facilities (name TEXT, location TEXT, distance INTEGER); INSERT INTO facilities (name, location, distance) VALUES ('Facility X', 'Rural South Africa', 100), ('Facility Y', 'Rural Kenya', 80);",SELECT AVG(distance) FROM facilities WHERE location LIKE 'Rural%';,This query calculates the average distance from rural healthcare facilities to the nearest urban center in South Africa and Kenya by selecting the average distance from the facilities table where the location starts with 'Rural'. The LIKE operator is used to match the pattern 'Rural%' which represents any string that starts with 'Rural'.,"```sql
select 
  country,
  avg(distance) as avg_distance
from 
  facilities
where 
  location like 'rural%' 
  and country in ('south africa', 'kenya')
group by 
  country;
```","Example 1:
Question: What is the average distance from rural healthcare facilities to the nearest urban center in South Africa and Kenya?
SQL: SELECT AVG(distance) FROM facilities WHERE location LIKE 'Rural%';
Example 2:
Question: What is the average travel distance to the nearest hospital in urban and rural areas?
SQL: SELECT AVG(ST_Distance(location, ST_MakePoint(0, 0))) FROM hospitals WHERE area = 'urban'; SELECT AVG(ST_Distance(location, ST_MakePoint(0, 0))) FROM hospitals WHERE area = 'rural';
Example 3:
Question: What is the average distance to the nearest pediatrician for residents in rural Australia, and how many pediatricians are available per 100,000 residents?
SQL: SELECT AVG(distance) AS avg_distance, COUNT(pediatricians.pediatrician_id) * 100000.0 / residents.population AS pediatricians_per_100k FROM pediatricians INNER JOIN residents ON pediatricians.location = residents.location JOIN (SELECT location, MIN(distance) AS distance FROM distances GROUP BY location) AS nearest_pediatrician ON pediatricians.location = nearest_pediatrician.location WHERE pediatricians.specialty = 'pediatrician' AND residents.location LIKE 'rural% Australia';
Example 4:
Question: What is the average distance to the nearest primary care physician for residents in rural Alaska, and how many physicians are available per 100,000 residents?
SQL: SELECT AVG(distance) AS avg_distance, COUNT(physicians.physician_id) * 100000.0 / residents.population AS physicians_per_100k FROM physicians INNER JOIN residents ON physicians.location = residents.location JOIN (SELECT location, MIN(distance) AS distance FROM distances GROUP BY location) AS nearest_physician ON physicians.location = nearest_physician.location WHERE physicians.specialty = 'primary care' AND residents.location LIKE 'rural% Alaska';
Example 5:
Question: What is the number of hospital beds in rural areas of India and the average distance to the nearest city?
SQL: SELECT AVG(dist), SUM(beds) FROM distances INNER JOIN hospitals ON hospitals.name = distances.hospital INNER JOIN cities ON cities.location = distances.city WHERE cities.location LIKE 'Near Rural%';"
2091,waste management,"Waste generation metrics, recycling rates, landfill capacity data, and circular economy initiatives.",basic SQL,basic SQL with a simple select statement,data manipulation,"inserting, updating, or deleting records","Add new record to landfill_capacity table with location 'Florida', capacity 600000, date '2021-01-01'","CREATE TABLE landfill_capacity (id INT PRIMARY KEY, location VARCHAR(255), capacity INT, date DATE);","INSERT INTO landfill_capacity (location, capacity, date) VALUES ('Florida', 600000, '2021-01-01');","* This query adds a new record to the landfill_capacity table* It does so by specifying the INSERT INTO command* Then, it specifies the landfill_capacity table* Following that, it includes a VALUES clause to specify the new record's values* The new record has the following values: location 'Florida', capacity 600000, and date '2021-01-01'","insert into landfill_capacity (location, capacity, date) values ('florida', 600000, '2021-01-01');","Example 1:
Question: Add new record to landfill_capacity table with location 'Florida', capacity 600000, date '2021-01-01'
SQL: INSERT INTO landfill_capacity (location, capacity, date) VALUES ('Florida', 600000, '2021-01-01');
Example 2:
Question: Add new record to waste_generation table with location 'New York', waste_type 'Aluminum Cans', quantity 2000, date '2021-01-01'
SQL: INSERT INTO waste_generation (location, waste_type, quantity, date) VALUES ('New York', 'Aluminum Cans', 2000, '2021-01-01');
Example 3:
Question: Add new record to recycling_rates table with location 'California', recycling_type 'Plastic', rate 0.20, date '2021-01-01'
SQL: INSERT INTO recycling_rates (location, recycling_type, rate, date) VALUES ('California', 'Plastic', 0.20, '2021-01-01');
Example 4:
Question: Add a new row to the projects table for a project with id 4, name 'Energy Storage 1.0', capacity 500, and location 'Arizona'
SQL: INSERT INTO projects (id, name, capacity, location) VALUES (4, 'Energy Storage 1.0', 500, 'Arizona');
Example 5:
Question: Add new record to sustainable_practices table with id 13, title 'Wind Turbines Installation', description 'Installation of wind turbines on buildings', date '2022-06-10'
SQL: INSERT INTO sustainable_practices (id, title, description, date) VALUES (13, 'Wind Turbines Installation', 'Installation of wind turbines on buildings', '2022-06-10');"
35217,marine biology,"Comprehensive data on marine species, oceanography, conservation efforts, and climate change impacts in marine biology.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the average depth of marine protected areas in the Arctic Ocean?,"CREATE TABLE marine_protected_areas (name TEXT, location TEXT, depth FLOAT); INSERT INTO marine_protected_areas (name, location, depth) VALUES ('Beaufort Sea Marine Protected Area', 'Arctic', 500.0), ('Chukchi Sea Marine Protected Area', 'Arctic', 800.0), ('Laptev Sea Marine Protected Area', 'Arctic', 1000.0);",SELECT AVG(depth) FROM marine_protected_areas WHERE location = 'Arctic';,This query calculates the average depth of marine protected areas in the Arctic Ocean by summing the depths of areas in the Arctic and dividing by the count of areas.,sql: select avg(depth) from marine_protected_areas where ocean = 'arctic';,"Example 1:
Question: What is the average depth of marine protected areas in the Arctic Ocean?
SQL: SELECT AVG(depth) FROM marine_protected_areas WHERE location = 'Arctic';
Example 2:
Question: What is the average depth of marine protected areas in the Pacific Ocean?
SQL: SELECT AVG( (max_depth + min_depth)/2 ) FROM marine_protected_areas WHERE location = 'Pacific';
Example 3:
Question: What is the average depth of all marine protected areas in the Indian Ocean?
SQL: SELECT AVG(avg_depth) FROM marine_protected_areas WHERE location = 'Indian Ocean';
Example 4:
Question: What is the average depth of marine protected areas in the Indian Ocean?
SQL: SELECT AVG(avg_depth) FROM marine_protected_areas WHERE location = 'Indian Ocean'
Example 5:
Question: What is the minimum depth of all marine protected areas in the Arctic Ocean?
SQL: SELECT MIN(depth) FROM marine_protected_areas WHERE ocean = 'Arctic';"
